0.000000000000000000e+00	-3.501361059319290980e+00
1.001001001001000992e-02	-3.473450397874452200e+00
2.002002002002001985e-02	-3.440317685314692842e+00
3.003003003003002977e-02	-3.402045532364955882e+00
4.004004004004003969e-02	-3.358727469349819472e+00
5.005005005005004615e-02	-3.310467604037774514e+00
6.006006006006005954e-02	-3.257380254480979787e+00
7.007007007007007293e-02	-3.199589558164019021e+00
8.008008008008007939e-02	-3.137229058833793438e+00
9.009009009009008584e-02	-3.070441272436442048e+00
1.001001001001000923e-01	-2.999377233636050466e+00
1.101101101101101126e-01	-2.924196024433658003e+00
1.201201201201201191e-01	-2.845064286443716117e+00
1.301301301301301394e-01	-2.762155718418534800e+00
1.401401401401401459e-01	-2.675650560639325271e+00
1.501501501501501523e-01	-2.585735067815223776e+00
1.601601601601601588e-01	-2.492600972149035421e+00
1.701701701701701652e-01	-2.396444938240471778e+00
1.801801801801801717e-01	-2.297468011504279151e+00
1.901901901901901781e-01	-2.195875061781969784e+00
2.002002002002001846e-01	-2.091874223821882595e+00
2.102102102102102188e-01	-1.985676336293089816e+00
2.202202202202202252e-01	-1.877494380984285227e+00
2.302302302302302317e-01	-1.767542923819374279e+00
2.402402402402402382e-01	-1.656037559297109274e+00
2.502502502502502724e-01	-1.543194359932922755e+00
2.602602602602602788e-01	-1.429229332247233586e+00
2.702702702702702853e-01	-1.314357880806094725e+00
2.802802802802802917e-01	-1.198794281777300741e+00
2.902902902902902982e-01	-1.082751167418126936e+00
3.003003003003003046e-01	-9.664390228599646360e-01
3.103103103103103111e-01	-8.500656965003875465e-01
3.203203203203203175e-01	-7.338359252549570000e-01
3.303303303303303240e-01	-6.179508758594317586e-01
3.403403403403403304e-01	-5.026077033483642431e-01
3.503503503503503369e-01	-3.879991277684652351e-01
3.603603603603603434e-01	-2.743130301149517836e-01
3.703703703703703498e-01	-1.617320684065168268e-01
3.803803803803803563e-01	-5.043331473993605679e-02
3.903903903903903627e-01	5.941208591118597032e-02
4.004004004004003692e-01	1.676392344670508128e-01
4.104104104104104311e-01	2.740897734745692538e-01
4.204204204204204376e-01	3.786121592757651921e-01
4.304304304304304440e-01	4.810619101660414398e-01
4.404404404404404505e-01	5.813018301782416630e-01
4.504504504504504570e-01	6.792022082102380232e-01
4.604604604604604634e-01	7.746409922954975436e-01
4.704704704704704699e-01	8.675039388974432608e-01
4.804804804804804763e-01	9.576847371892373006e-01
4.904904904904904828e-01	1.045085108360518600e+00
5.005005005005005447e-01	1.129614880071438954e+00
5.105105105105105512e-01	1.211192036251805160e+00
5.205205205205205576e-01	1.289742742518980911e+00
5.305305305305305641e-01	1.365201347562213563e+00
5.405405405405405705e-01	1.437510360913028640e+00
5.505505505505505770e-01	1.506620407591002575e+00
5.605605605605605835e-01	1.572490160181481356e+00
5.705705705705705899e-01	1.635086248966291622e+00
5.805805805805805964e-01	1.694383150790226056e+00
5.905905905905906028e-01	1.750363057404740852e+00
6.006006006006006093e-01	1.803015724085728966e+00
6.106106106106106157e-01	1.852338299374417074e+00
6.206206206206206222e-01	1.898335136839067960e+00
6.306306306306306286e-01	1.941017589800220655e+00
6.406406406406406351e-01	1.980403790003593567e+00
6.506506506506506415e-01	2.016518411262303800e+00
6.606606606606606480e-01	2.049392419123749143e+00
6.706706706706706544e-01	2.079062807646221422e+00
6.806806806806806609e-01	2.105572324396020267e+00
6.906906906906906674e-01	2.128969184797564917e+00
7.007007007007006738e-01	2.149306776986528611e+00
7.107107107107106803e-01	2.166643358329607416e+00
7.207207207207206867e-01	2.181041744783941638e+00
7.307307307307306932e-01	2.192568994274558314e+00
7.407407407407406996e-01	2.201296085269591085e+00
7.507507507507507061e-01	2.207297591730303044e+00
7.607607607607607125e-01	2.210651355606364277e+00
7.707707707707707190e-01	2.211438158036349133e+00
7.807807807807807254e-01	2.209741390399126537e+00
7.907907907907907319e-01	2.205646726343831077e+00
8.008008008008007383e-01	2.199241795904535390e+00
8.108108108108108558e-01	2.190615862780654677e+00
8.208208208208208623e-01	2.179859505835677780e+00
8.308308308308308687e-01	2.167064305835160631e+00
8.408408408408408752e-01	2.152322538410184283e+00
8.508508508508508816e-01	2.135726874194763703e+00
8.608608608608608881e-01	2.117370087045267191e+00
8.708708708708708945e-01	2.097344771206858471e+00
8.808808808808809010e-01	2.075743068246456602e+00
8.908908908908909074e-01	2.052656404524017653e+00
9.009009009009009139e-01	2.028175239924132622e+00
9.109109109109109204e-01	2.002388828518273378e+00
9.209209209209209268e-01	1.975384991774733479e+00
9.309309309309309333e-01	1.947249904878450399e+00
9.409409409409409397e-01	1.918067896666894478e+00
9.509509509509509462e-01	1.887921263631034963e+00
9.609609609609609526e-01	1.856890098372434128e+00
9.709709709709709591e-01	1.825052132848856701e+00
9.809809809809809655e-01	1.792482596681739926e+00
9.909909909909909720e-01	1.759254090739488019e+00
1.001001001001001089e+00	1.725436476151275045e+00
1.011011011011011096e+00	1.691096778846781001e+00
1.021021021021021102e+00	1.656299109658518454e+00
1.031031031031031109e+00	1.621104599965138338e+00
1.041041041041041115e+00	1.585571352796594446e+00
1.051051051051051122e+00	1.549754409265526878e+00
1.061061061061061128e+00	1.513705730133775740e+00
1.071071071071071135e+00	1.477474192268819264e+00
1.081081081081081141e+00	1.441105599692333206e+00
1.091091091091091148e+00	1.404642708872000156e+00
1.101101101101101154e+00	1.368125267858566030e+00
1.111111111111111160e+00	1.331590068822820827e+00
1.121121121121121167e+00	1.295071013502084867e+00
1.131131131131131173e+00	1.258599191022759634e+00
1.141141141141141180e+00	1.222202967524987027e+00
1.151151151151151186e+00	1.185908086977235598e+00
1.161161161161161193e+00	1.149737782533132746e+00
1.171171171171171199e+00	1.113712897749927100e+00
1.181181181181181206e+00	1.077852016957789871e+00
1.191191191191191212e+00	1.042171604041858046e+00
1.201201201201201219e+00	1.006686148874468056e+00
1.211211211211211225e+00	9.714083206135490922e-01
1.221221221221221231e+00	9.363491270646128184e-01
1.231231231231231238e+00	9.015180792883827898e-01
1.241241241241241244e+00	8.669233606235862144e-01
1.251251251251251251e+00	8.325719992852151918e-01
1.261261261261261257e+00	7.984700436921620126e-01
1.271271271271271264e+00	7.646227396750737704e-01
1.281281281281281270e+00	7.310347087149967615e-01
1.291291291291291277e+00	6.977101263663798569e-01
1.301301301301301283e+00	6.646529000237735296e-01
1.311311311311311290e+00	6.318668452005077318e-01
1.321321321321321296e+00	5.993558594992375310e-01
1.331331331331331302e+00	5.671240934688772661e-01
1.341341341341341309e+00	5.351761175597633535e-01
1.351351351351351315e+00	5.035170844088044939e-01
1.361361361361361322e+00	4.721528857090917519e-01
1.371371371371371328e+00	4.410903029434297684e-01
1.381381381381381335e+00	4.103371512888456252e-01
1.391391391391391341e+00	3.799024160287666763e-01
1.401401401401401348e+00	3.497963808417358100e-01
1.411411411411411354e+00	3.200307473693063121e-01
1.421421421421421361e+00	2.906187455018567900e-01
1.431431431431431367e+00	2.615752338587400416e-01
1.441441441441441373e+00	2.329167899785616336e-01
1.451451451451451380e+00	2.046617897763042260e-01
1.461461461461461386e+00	1.768304758662672116e-01
1.471471471471471393e+00	1.494450143933439001e-01
1.481481481481481399e+00	1.225295400596895512e-01
1.491491491491491406e+00	9.611018907932905586e-02
1.501501501501501412e+00	7.021511983961981063e-02
1.511511511511511419e+00	4.487452109524671384e-02
1.521521521521521425e+00	2.012060756785136184e-02
1.531531531531531432e+00	-4.012397127919509199e-03
1.541541541541541438e+00	-2.748829026345295246e-02
1.551551551551551444e+00	-5.026893246391533898e-02
1.561561561561561451e+00	-7.231430280072403960e-02
1.571571571571571457e+00	-9.358256639743456340e-02
1.581581581581581464e+00	-1.140301543908545656e-01
1.591591591591591470e+00	-1.336118560429388480e-01
1.601601601601601477e+00	-1.522809227535079080e-01
1.611611611611611705e+00	-1.699891836792076782e-01
1.621621621621621712e+00	-1.866871726205723281e-01
1.631631631631631718e+00	-2.023242657965577951e-01
1.641641641641641725e+00	-2.168488300848620265e-01
1.651651651651651731e+00	-2.302083812665579599e-01
1.661661661661661737e+00	-2.423497517754067965e-01
